Species;
Charybdis hellerii;
Cyprinus carpio;
Lissachatina fulica;
Aquarana catesbeiana;
Apis mellifera;
Callithrix jacchus;
Callithrix sp;
Cichla ocellaris;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Cyprinus carpio;
Estrilda astrild;
Aquarana catesbeiana;
Oncorhynchus mykiss;
Oreochromis niloticus;
Passer domesticus;
Sus scrofa;
Trachemys scripta elegans;
Apis mellifera;
Coptodon rendalli;
Isognomon bicolor;
Lissachatina fulica;
Penaeus vannamei;
Mus musculus;
Passer domesticus;
Rattus norvegicus;
Apis mellifera;
Bubulcus ibis;
Cichla monoculus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Lissachatina fulica;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Trachemys scripta elegans;
Apis mellifera;
Capra hircus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Passer domesticus;
Isognomon bicolor;
Bubulcus ibis;
Carijoa riisei;
Cassiopea andromeda;
Charybdis hellerii;
Columba livia;
Estrilda astrild;
Hemidactylus mabouia;
Isognomon bicolor;
Ophiothela mirabilis;
Passer domesticus;
Temora turbinata;
Equus asinus;
Apis mellifera;
Bradybaena similaris;
Cichla ocellaris;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Ctenopharyngodon idella;
Cyprinus carpio;
Hemidactylus mabouia;
Lepomis macrochirus;
Lepus europaeus;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Trachemys dorbigni;
Trachemys scripta elegans;
Xiphophorus maculatus;
Bubulcus ibis;
Hemidactylus mabouia;
Sus scrofa;
Callithrix jacchus;
Callithrix penicillata;
Cichla kelberi;
Cichla monoculus;
Cichla ocellaris;
Clarias gariepinus;
Coptodon rendalli;
Ctenopharyngodon idella;
Cyprinus carpio;
Lissachatina fulica;
Oreochromis niloticus;
Phalloceros caudimaculatus reticulatus;
Rattus rattus;
Callithrix sp;
Mus musculus;
Nannostomus beckfordi;
Bubulcus ibis;
Charybdis hellerii;
Chromis limbata;
Columba livia;
Estrilda astrild;
Hemidactylus mabouia;
Isognomon bicolor;
Lepus europaeus;
Magallana gigas;
Opsanus beta;
Passer domesticus;
Trachemys scripta elegans;
Columba livia;
Estrilda astrild;
Isognomon bicolor;
Passer domesticus;
Pterois volitans;
Apis mellifera;
Callithrix jacchus;
Callithrix penicillata;
Cichla kelberi;
Coptodon rendalli;
Cyprinus carpio;
Aquarana catesbeiana;
Mus musculus;
Oncorhynchus mykiss;
Oryctolagus cuniculus;
Phalloceros caudimaculatus reticulatus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Trachemys scripta elegans;
Apis mellifera;
Callithrix jacchus;
Charybdis hellerii;
Columba livia;
Estrilda astrild;
Isognomon bicolor;
Lissachatina fulica;
Mus musculus;
Leiosolenus aristatus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Tubastraea coccinea;
Tubastraea tagusensis;
Apis mellifera;
Clarias gariepinus;
Hyphessobrycon eques;
Ictalurus punctatus;
Isognomon bicolor;
Limnoperna fortunei;
Lissachatina fulica;
Aquarana catesbeiana;
Penaeus vannamei;
Macrobrachium rosenbergii;
Oncorhynchus mykiss;
Oreochromis niloticus;
Rattus rattus;
Saccostrea cucullata;
Tubastraea coccinea;
Tubastraea tagusensis;
Apis mellifera;
Bubulcus ibis;
Canis familiaris;
Columba livia;
Felis catus;
Hemidactylus mabouia;
Lissachatina fulica;
Mus musculus;
Parachromis managuensis;
Passer domesticus;
Pheidole megacephala;
Pterois volitans;
Rattus norvegicus;
Rattus rattus;
Rhinella diptycha;
Salvator merianae;
Tropidurus hispidus ;
Wasmannia auropunctata;
Apis mellifera;
Callithrix sp;
Clarias gariepinus;
Colossoma macropomum;
Estrilda astrild;
Lissachatina fulica;
Mus musculus;
Passer domesticus;
Polycentropsis abbreviata ;
Trachemys dorbigni;
Apis mellifera;
Astronotus crassipinnis;
Bradybaena similaris;
Coptodon rendalli;
Limnoperna fortunei;
Lissachatina fulica;
Opsanus beta;
Oreochromis niloticus;
Callithrix sp;
Cichla ocellaris;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Oncorhynchus mykiss;
Oreochromis niloticus;
Passer domesticus;
Trachemys dorbigni;
Columba livia;
Apis mellifera;
Arapaima gigas;
Bubulcus ibis;
Cichla monoculus;
Columba livia;
Coptodon rendalli;
Cyprinus carpio;
Estrilda astrild;
Ictalurus punctatus;
Lissachatina fulica;
Aquarana catesbeiana;
Penaeus vannamei;
Mus musculus;
Oreochromis niloticus;
Oryctolagus cuniculus;
Passer domesticus;
Poecilia reticulata;
Pterois volitans;
Rattus norvegicus;
Rattus rattus;
Trachemys scripta elegans;
Bubulcus ibis;
Hemidactylus mabouia;
Apis mellifera;
Bubulcus ibis;
Passer domesticus;
Apis mellifera;
Columba livia;
Coptodon rendalli;
Ctenopharyngodon idella;
Hemidactylus mabouia;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Pheidole megacephala;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Callithrix jacchus;
Carassius auratus;
Cichla monoculus;
Clarias gariepinus;
Colossoma macropomum;
Columba livia;
Coptodon rendalli;
Corbicula fluminea;
Cyprinus carpio;
Estrilda astrild;
Hypophthalmichthys molitrix;
Lepomis macrochirus;
Micropterus salmoides;
Oreochromis niloticus;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Poecilia reticulata;
Rattus rattus;
Roeboides descalvadensis;
Sus scrofa;
Trachemys scripta elegans;
Xiphophorus hellerii;
Xiphophorus maculatus;
Zaprionus indianus;
Cichla monoculus;
Corbicula fluminea;
Plagioscion squamosissimus;
Apis mellifera;
Axis axis;
Clarias gariepinus;
Columba livia;
Corbicula fluminea;
Lepus europaeus;
Passer domesticus;
Sturnus vulgaris;
Sus scrofa;
Acestrorhynchus pantaneiro ;
Ageneiosus inermis;
Apis mellifera;
Apistogramma commbrae;
Astronotus crassipinnis;
Bryconamericus exodon;
Callithrix penicillata;
Cichla kelberi;
Cichla monoculus;
Cichla piquiti;
Clarias gariepinus;
Coptodon rendalli;
Gymnotus pantanal;
Gymnotus paraguensis;
Hemiodus orthonops;
Leporinus macrocephalus;
Leporinus tigrinus;
Limnoperna fortunei;
Lissachatina fulica;
Loricariichthys platymetopon;
Loricariichthys rostratus;
Metynnis lippincottianus;
Ossancora eigenmanni;
Phalloceros caudimaculatus reticulatus;
Plagioscion squamosissimus;
Poecilia reticulata;
Pterodoras granulosus;
Pterygoplichthys ambrosettii;
Satanoperca setepele;
Serrasalmus marginatus;
Sorubim lima;
Sus scrofa;
Bubulcus ibis;
Callithrix geoffroyi;
Passer domesticus;
Poecilia reticulata;
Sus scrofa;
Trachemys scripta elegans;
Apis mellifera;
Cichla monoculus;
Pygocentrus nattereri;
Apis mellifera;
Bradybaena similaris;
Callithrix penicillata;
Callithrix sp;
Canis familiaris;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Hemidactylus mabouia;
Lepus europaeus;
Aquarana catesbeiana;
Mus musculus;
Oncorhynchus mykiss;
Oreochromis niloticus;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Penaeus vannamei;
Mus musculus;
Rattus rattus;
Poecilia reticulata;
Aquarana catesbeiana;
Trachemys scripta elegans;
Bubulcus ibis;
Callithrix jacchus;
Estrilda astrild;
Poecilia reticulata;
Tubastraea coccinea;
Apis mellifera;
Callithrix jacchus;
Canis familiaris;
Columba livia;
Estrilda astrild;
Felis catus;
Hemidactylus mabouia;
Lepus europaeus;
Lissachatina fulica;
Corbicula fluminea;
Apis mellifera;
Callithrix penicillata;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Oreochromis niloticus;
Passer domesticus;
Lepus europaeus;
Aquarana catesbeiana;
Passer domesticus;
Sus scrofa;
Apis mellifera;
Bubulcus ibis;
Columba livia;
Estrilda astrild;
Hemidactylus mabouia;
Passer domesticus;
Rattus norvegicus;
Bubulcus ibis;
Hemidactylus mabouia;
Oreochromis niloticus;
Bubulcus ibis;
Hemidactylus mabouia;
Oreochromis niloticus;
Passer domesticus;
Poecilia reticulata;
Apis mellifera;
Lepus europaeus;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Callithrix jacchus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Passer domesticus;
Opsanus beta;
Apis mellifera;
Bubalus bubalis;
Hemidactylus mabouia;
Estrilda astrild;
Hemidactylus mabouia;
Passer domesticus;
Apis mellifera;
Bradybaena similaris;
Cichla kelberi;
Cichla monoculus;
Cichla piquiti;
Cichla temensis;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Ctenopharyngodon idella;
Cyprinus carpio;
Hemidactylus mabouia;
Hoplosternum littorale;
Oreochromis niloticus;
Apis mellifera;
Bubulcus ibis;
Columba livia;
Corbicula fluminea;
Limnoperna fortunei;
Passer domesticus;
Charybdis hellerii;
Clavularia viridis;
Erythropodium caribaeorum;
Felis catus;
Isognomon bicolor;
Latissimia ningalooensis;
Leiosolenus aristatus;
Rattus rattus;
Styela plicata;
Tubastraea coccinea;
Tubastraea tagusensis;
Apis mellifera;
Capra hircus;
Mus musculus;
Oreochromis niloticus;
Rattus norvegicus;
Rattus rattus;
Axis axis;
Columba livia;
Corbicula fluminea;
Lepus europaeus;
Limnoperna fortunei;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Sus scrofa;
Carijoa riisei;
Felis catus;
Isognomon bicolor;
Lissachatina fulica;
Ophiothela mirabilis;
Passer domesticus;
Apis mellifera;
Apis mellifera;
Canis familiaris;
Lepus europaeus;
Mus musculus;
Passer domesticus;
Apis mellifera;
Bubulcus ibis;
Isognomon bicolor;
Lissachatina fulica;
Leiosolenus aristatus;
Schizoporella errata;
Styela plicata;
Tubastraea coccinea;
Tubastraea tagusensis;
Bubulcus ibis;
Columba livia;
Estrilda astrild;
Lissachatina fulica;
Mus musculus;
Rattus rattus;
Apis mellifera;
Equus asinus;
Mus musculus;
Passer domesticus;
Rattus rattus;
Apis mellifera;
Hemidactylus mabouia;
Zaprionus indianus;
Sus scrofa;
Apis mellifera;
Columba livia;
Hemidactylus mabouia;
Passer domesticus;
Poecilia reticulata;
Sus scrofa;
Aquarana catesbeiana;
Apis mellifera;
Hypophthalmichthys nobilis;
Ctenopharyngodon idella;
Cyprinus carpio;
Estrilda astrild;
Hypophthalmichthys molitrix;
Lepus europaeus;
Aquarana catesbeiana;
Micropterus salmoides;
Oncorhynchus mykiss;
Passer domesticus;
Sus scrofa;
Trachemys scripta elegans;
Apis mellifera;
Felis catus;
Lepus europaeus;
Micropterus salmoides;
Myocastor coypus;
Oreochromis niloticus;
Passer domesticus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Astronotus ocellatus;
Cichla kelberi;
Colossoma macropomum;
Columba livia;
Coptodon rendalli;
Hemidactylus mabouia;
Lissachatina fulica;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Plagioscion squamosissimus;
Rattus rattus;
Hemidactylus mabouia;
Zaprionus indianus;
Apis mellifera;
Hypophthalmichthys nobilis;
Bubulcus ibis;
Ctenopharyngodon idella;
Cyprinus carpio;
Hypophthalmichthys molitrix;
Aquarana catesbeiana;
Oreochromis niloticus;
Sus scrofa;
Apis mellifera;
Bradybaena similaris;
Hemidactylus mabouia;
Mus musculus;
Rattus norvegicus;
Bubulcus ibis;
Cichla monoculus;
Columba livia;
Coptodon rendalli;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Oreochromis niloticus;
Apis mellifera;
Hypophthalmichthys nobilis;
Bubulcus ibis;
Coptodon rendalli;
Ctenopharyngodon idella;
Cyprinus carpio;
Hypophthalmichthys molitrix;
Aquarana catesbeiana;
Oreochromis niloticus;
Sus scrofa;
Apis mellifera;
Hypophthalmichthys nobilis;
Callithrix jacchus;
Callithrix penicillata;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Cyprinus carpio;
Lepus europaeus;
Lissachatina fulica;
Mus musculus;
Passer domesticus;
Piaractus mesopotamicus;
Sus scrofa;
Trachemys scripta elegans;
Apis mellifera;
Clarias gariepinus;
Coptodon rendalli;
Cyprinus carpio;
Lepus europaeus;
Mus musculus;
Oreochromis niloticus;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Bubulcus ibis;
Callithrix jacchus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Passer domesticus;
Mus musculus;
Rattus norvegicus;
Apis mellifera;
Bubulcus ibis;
Callithrix jacchus;
Callithrix penicillata;
Callithrix sp;
Columba livia;
Estrilda astrild;
Lissachatina fulica;
Aquarana catesbeiana;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Coptodon rendalli;
Passer domesticus;
Bubulcus ibis;
Hemidactylus mabouia;
Aquarana catesbeiana;
Callithrix jacchus;
Callithrix penicillata;
Clarias gariepinus;
Colossoma macropomum;
Cyprinus carpio;
Mus musculus;
Oreochromis niloticus;
Poecilia reticulata;
Prochilodus lineatus;
Rattus norvegicus;
Apis mellifera;
Apis mellifera;
Columba livia;
Mus musculus;
Passer domesticus;
Rattus rattus;
Apis mellifera;
Callithrix jacchus;
Callithrix penicillata;
Estrilda astrild;
Oncorhynchus mykiss;
Passer domesticus;
Sus scrofa;
Hypophthalmichthys nobilis;
Ctenopharyngodon idella;
Cyprinus carpio;
Hypophthalmichthys molitrix;
Lepus europaeus;
Aquarana catesbeiana;
Mus musculus;
Oreochromis niloticus;
Rattus rattus;
Apis mellifera;
Cichla kelberi;
Apis mellifera;
Columba livia;
Lepus europaeus;
Mus musculus;
Apis mellifera;
Hypophthalmichthys nobilis;
Cichla monoculus;
Clarias gariepinus;
Ctenopharyngodon idella;
Hemidactylus mabouia;
Trachemys scripta elegans;
Apis mellifera;
Hypophthalmichthys nobilis;
Cichla monoculus;
Ctenopharyngodon idella;
Hemidactylus mabouia;
Poecilia reticulata;
Mus musculus;
Rattus norvegicus;
Apis mellifera;
Cyprinus carpio;
Lepus europaeus;
Micropterus salmoides;
Mus musculus;
Rattus norvegicus;
Sus scrofa;
Hemidactylus mabouia;
Apis mellifera;
Coptodon rendalli;
Cyprinus carpio;
Poecilia reticulata;
Sus scrofa;
Coptodon rendalli;
Apis mellifera;
Bradybaena similaris;
Apis mellifera;
Lepus europaeus;
Mus musculus;
Sus scrofa;
Bubulcus ibis;
Columba livia;
Apis mellifera;
Hemidactylus mabouia;
Rattus rattus;
Hemidactylus mabouia;
Callithrix jacchus;
Lissachatina fulica;
Mus musculus;
Passer domesticus;
Rattus rattus;
Bubulcus ibis;
Hemidactylus mabouia;
Hemidactylus mabouia;
Branchiomma luctuosum;
Didemnum perlucidum;
Hemidactylus mabouia;
Isognomon bicolor;
Megabalanus coccopoma;
Leiosolenus aristatus;
Ophiothela mirabilis;
Oryctolagus cuniculus;
Perna viridis;
Rattus norvegicus;
Schizoporella errata;
Styela plicata;
Tubastraea coccinea;
Tubastraea tagusensis;
Mus musculus;
Estrilda astrild;
Limnoperna fortunei;
Oreochromis niloticus;
Passer domesticus;
Poecilia reticulata;
Apis mellifera;
Hypophthalmichthys nobilis;
Cyprinus carpio;
Oreochromis niloticus;
Poecilia reticulata;
Clarias gariepinus;
Hemidactylus mabouia;
Apis mellifera;
Astronotus ocellatus;
Cichla monoculus;
Cichla temensis;
Equus asinus;
Hemidactylus mabouia;
Lissachatina fulica;
Mus musculus;
Oncorhynchus mykiss;
Passer domesticus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Lissachatina fulica;
Sus scrofa;
Columba livia;
Oreochromis niloticus;
Passer domesticus;
Plagioscion squamosissimus;
Apis mellifera;
Bubulcus ibis;
Columba livia;
Apis mellifera;
Bubulcus ibis;
Lepus europaeus;
Passer domesticus;
Sus scrofa;
Apis mellifera;
Callithrix jacchus;
Callithrix sp;
Coptodon rendalli;
Felis catus;
Hemidactylus mabouia;
Oncorhynchus mykiss;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Tubastraea coccinea;
Tubastraea tagusensis;
Apis mellifera;
Callithrix jacchus;
Coptodon rendalli;
Apis mellifera;
Callithrix jacchus;
Canis familiaris;
Cichla kelberi;
Columba livia;
Coptodon rendalli;
Hemidactylus mabouia;
Hoplias lacerdae;
Lepus europaeus;
Mus musculus;
Passer domesticus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Capra hircus;
Apis mellifera;
Arapaima gigas;
Apis mellifera;
Passer domesticus;
Apis mellifera;
Apis mellifera;
Callithrix penicillata;
Coptodon rendalli;
Estrilda astrild;
Plagioscion squamosissimus;
Poecilia reticulata;
Sus scrofa;
Columba livia;
Bubulcus ibis;
Coptodon rendalli;
Hemidactylus mabouia;
Poecilia reticulata;
Apis mellifera;
Callithrix jacchus;
Callithrix penicillata;
Columba livia;
Coptodon rendalli;
Cyprinus carpio;
Estrilda astrild;
Lissachatina fulica;
Aquarana catesbeiana;
Mus musculus;
Oncorhynchus mykiss;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Trachemys dorbigni;
Trachemys scripta elegans;
Bubulcus ibis;
Hemidactylus mabouia;
Zaprionus indianus;
Apis mellifera;
Callithrix jacchus;
Callithrix penicillata;
Callithrix sp;
Coptodon rendalli;
Estrilda astrild;
Hemidactylus mabouia;
Oncorhynchus mykiss;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Aquarana catesbeiana;
Hypophthalmichthys nobilis;
Bubalus bubalis;
Columba livia;
Ctenopharyngodon idella;
Cyprinus carpio;
Hypophthalmichthys molitrix;
Lepus europaeus;
Micropterus salmoides;
Mus musculus;
Oncorhynchus mykiss;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Callithrix jacchus;
Callithrix penicillata;
Cebus sp;
Columba livia;
Coptodon rendalli;
Cyprinus carpio;
Lissachatina fulica;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Poecilia reticulata;
Rattus rattus;
Saimiri sp;
Trachemys dorbigni;
Trachemys scripta elegans;
Xiphophorus hellerii;
Xiphophorus maculatus;
Zaprionus indianus;
Apis mellifera;
Cyprinus carpio;
Lepus europaeus;
Aquarana catesbeiana;
Sus scrofa;
Rattus rattus;
Poecilia reticulata;
Apis mellifera;
Hypophthalmichthys nobilis;
Columba livia;
Ctenopharyngodon idella;
Cyprinus carpio;
Hypophthalmichthys molitrix;
Lepus europaeus;
Micropterus salmoides;
Mus musculus;
Oncorhynchus mykiss;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Estrilda astrild;
Mus musculus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Canis familiaris;
Cichla sp;
Coptodon rendalli;
Estrilda astrild;
Felis catus;
Mus musculus;
Passer domesticus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Zaprionus indianus;
Apis mellifera;
Bubulcus ibis;
Capra hircus;
Columba livia;
Mus musculus;
Oncorhynchus mykiss;
Passer domesticus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Zaprionus indianus;
Ageneiosus inermis;
Apis mellifera;
Cichla monoculus;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Corbicula fluminea;
Cyprinus carpio;
Gymnotus pantanal;
Hemidactylus mabouia;
Limnoperna fortunei;
Aquarana catesbeiana;
Loricariichthys rostratus;
Oreochromis niloticus;
Ossancora eigenmanni;
Passer domesticus;
Plagioscion squamosissimus;
Pterodoras granulosus;
Trachemys scripta elegans;
Bubulcus ibis;
Equus asinus;
Penaeus vannamei;
Mus musculus;
Omobranchus punctatus;
Passer domesticus;
Pterois volitans;
Rattus rattus;
Apis mellifera;
Lissachatina fulica;
Apis mellifera;
Canis familiaris;
Lepus europaeus;
Oncorhynchus mykiss;
Sus scrofa;
Trachemys dorbigni;
Bubulcus ibis;
Columba livia;
Hemidactylus mabouia;
Passer domesticus;
Apis mellifera;
Estrilda astrild;
Hemidactylus mabouia;
Mus musculus;
Poecilia reticulata;
Coptodon rendalli;
Mus musculus;
Apis mellifera;
Bubalus bubalis;
Charybdis hellerii;
Penaeus monodon;
Pterois volitans;
Capra hircus;
Hemidactylus mabouia;
Oreochromis niloticus;
Rattus rattus;
Apis mellifera;
Bubulcus ibis;
Cichla monoculus;
Columba livia;
Ctenopharyngodon idella;
Estrilda astrild;
Lissachatina fulica;
Aquarana catesbeiana;
Mus musculus;
Oreochromis niloticus;
Oryctolagus cuniculus;
Passer domesticus;
Pheidole megacephala;
Poecilia reticulata;
Apis mellifera;
Cichla kelberi;
Columba livia;
Coptodon rendalli;
Corbicula fluminea;
Cordylophora caspia;
Cyprinus carpio;
Hemidactylus mabouia;
Lepus europaeus;
Limnoperna fortunei;
Aquarana catesbeiana;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Rattus rattus;
Trachemys scripta elegans;
Apis mellifera;
Bubulcus ibis;
Callithrix penicillata;
Callithrix sp;
Estrilda astrild;
Felis catus;
Lepus europaeus;
Mus musculus;
Oncorhynchus mykiss;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Cichla piquiti;
Hemidactylus mabouia;
Limnoperna fortunei;
Hemidactylus mabouia;
Astyanax lacustris;
Bubulcus ibis;
Hemidactylus mabouia;
Lepus europaeus;
Mus musculus;
Sus scrofa;
Apis mellifera;
Cichla kelberi;
Oreochromis niloticus;
Coptodon rendalli;
Lissachatina fulica;
Passer domesticus;
Sus scrofa;
Apis mellifera;
Columba livia;
Apis mellifera;
Bubulcus ibis;
Capra hircus;
Columba livia;
Felis catus;
Hemidactylus mabouia;
Mus musculus;
Oreochromis niloticus;
Parachromis managuensis;
Passer domesticus;
Pheidole megacephala;
Pterois volitans;
Rattus norvegicus;
Rattus rattus;
Rhinella diptycha;
Salvator merianae;
Scinax x-signatus;
Wasmannia auropunctata;
Tubastraea coccinea;
Tubastraea tagusensis;
Hemidactylus mabouia;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Hemidactylus mabouia;
Apis mellifera;
Bradybaena similaris;
Bubulcus ibis;
Canis familiaris;
Estrilda astrild;
Hemidactylus mabouia;
Mus musculus;
Passer domesticus;
Rattus rattus;
Bubulcus ibis;
Callithrix jacchus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Hemidactylus mabouia;
Metynnis lippincottianus;
Mus musculus;
Passer domesticus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Passer domesticus;
Sus scrofa;
Apis mellifera;
Equus asinus;
Mus musculus;
Rattus rattus;
Ciona intestinalis;
Isognomon bicolor;
Leiosolenus aristatus;
Schizoporella errata;
Styela plicata;
Tubastraea coccinea;
Tubastraea tagusensis;
Bubulcus ibis;
Lepus europaeus;
Aquarana catesbeiana;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Hemidactylus mabouia;
Isognomon bicolor;
Mus musculus;
Passer domesticus;
Pterois volitans;
Apis mellifera;
Callithrix penicillata;
Clarias gariepinus;
Hemidactylus mabouia;
Mus musculus;
Oreochromis niloticus;
Poecilia reticulata;
Rattus norvegicus;
Sus scrofa;
Apis mellifera;
Columba livia;
Mus musculus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Clarias gariepinus;
Coptodon rendalli;
Cyprinus carpio;
Lepus europaeus;
Mus musculus;
Oreochromis niloticus;
Sus scrofa;
Apis mellifera;
Lepus europaeus;
Aquarana catesbeiana;
Oreochromis niloticus;
Poecilia reticulata;
Sus scrofa;
Zaprionus indianus;
Bubulcus ibis;
Lissachatina fulica;
Passer domesticus;
Hemidactylus mabouia;
Bubulcus ibis;
Callithrix jacchus;
Callithrix penicillata;
Clarias gariepinus;
Columba livia;
Estrilda astrild;
Lissachatina fulica;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Hemidactylus mabouia;
Rattus norvegicus;
Saimiri sp;
Apis mellifera;
Columba livia;
Hemidactylus mabouia;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Callithrix jacchus;
Cichla kelberi;
Cichla monoculus;
Clarias gariepinus;
Coptodon rendalli;
Hemidactylus mabouia;
Aquarana catesbeiana;
Passer domesticus;
Poecilia reticulata;
Pygocentrus nattereri;
Apis mellifera;
Callithrix penicillata;
Cichla monoculus;
Cichla temensis;
Coptodon rendalli;
Mus musculus;
Poecilia reticulata;
Rattus rattus;
Bubulcus ibis;
